roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.09601044888297716,0.11986906247834364,0.16284184907873472,0.18745720028877258,0.11573085444668929,0.3180905862649282
V2,0.10017878117660682,0.11772744454443455,0.16361196329196295,0.18692151293158532,0.11087945071359476,0.32068084518114726
V3,0.09363084358473618,0.11900434794525305,0.16603523616989455,0.18890823195377984,0.12116881464918454,0.31125252385934193
hV4,0.09532825936873754,0.12343434989452362,0.16697952921191853,0.188480105449756,0.11675355258087317,0.309024203568697
FFA,0.12177477893730004,0.11561967447400093,0.16532379324237506,0.1909008419016997,0.12757545687258243,0.27880545417467756
EBA,0.10702750655512015,0.119235361268123,0.16574857686956723,0.20308199842770894,0.12213248039285342,0.2827740756173929
PPA,0.10742628455162048,0.11699862336119016,0.16605323096116384,0.19507887522379558,0.11010768055915833,0.3043353060881297
OPA,0.0865034149090449,0.10921639775236448,0.17205014581481615,0.2140343142549197,0.12130682252347469,0.2968889049688975
