name,router_type,best_val_loss,final_val_loss,routing_entropy,max_weight_mean,near_uniform,collapsed_to_single_layer
soft,soft,1.1602463910454197,1.1602463910454197,0.89320571950743,0.7259608363097749,False,False
uniform,uniform,1.2515407988899632,1.2515407988899632,1.7917594692280547,0.16666666666666666,True,False
random,random,1.2687421284223859,1.2687421284223859,1.6761619543074362,0.2674137878047355,False,False
hard,hard,1.2966078331595974,1.2966078331595974,0.6931471805599453,0.625,False,False
