roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.22408174047634627,0.06138898341043387,0.02762203581381376,0.014565540487686424,0.0039719590431498844,0.6683697426319122
V2,0.12355500812797497,0.030972617691926038,0.03429221318127626,0.02709912403736477,0.01500502634778968,0.769076010286808
V3,0.059060639154243595,0.0715223696262304,0.03007036625051114,0.025796553685213438,0.021634185285220157,0.7919158853093783
hV4,0.23223964389956867,0.0931903869425878,0.0390879430018443,0.01855442350099717,0.004577449532274234,0.6123501529296239
FFA,0.15755242565840794,0.06191798173667242,0.014351791867738939,0.008293934432876994,0.002324715724074243,0.7555591536561648
EBA,0.11283838648969928,0.11901892753861223,0.016379054171266033,0.009960783250474682,0.003681695079430938,0.738121154109637
PPA,0.19732075989285172,0.03720284342513575,0.022277147196194468,0.01383305765222758,0.005438612676031577,0.7239275815586249
OPA,0.10503189660065497,0.04327266123980129,0.03623682878541634,0.0317079533578332,0.03538364429283016,0.7483670122921466
