epoch,train_loss,val_loss,CIDEr,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,checkpoint,checkpoint_sha256,elapsed_seconds,peak_gpu_memory_bytes
1,1.8566994036051714,1.9461744940280914,0.3982207400593787,0.5145385587863464,0.3438784141460518,0.23410259610654743,0.16346098029628406,0.40057385748359714,checkpoint_epoch001.pt,fabe95327ec02dae027d0ade95a698bf348534646ad02f8bcbde9a15277d2b9f,1618.5942470422015,19673799168
2,1.6758789767241367,1.9199490022659302,0.42219941286267226,0.5270303628733646,0.35062938707306124,0.23727991484700273,0.1636082912138337,0.4110139225845322,checkpoint_epoch002.pt,e2bcdff6560e87e13f8fec857477b7fff9804386edbb657624db665f8f072151,3097.6396639472805,19675003904
3,1.5918877568757424,1.907685904900233,0.3971087010284288,0.5118881118881119,0.34374064618814343,0.2385615362656048,0.16947950921147387,0.4103908553996922,checkpoint_epoch003.pt,53868a7b6db0637e6f95ce9759de4e48400ceba4821119c9eca7cbdb0a7d8dd0,4572.927070399281,19675003904
