roi,L4,L8,L12,L16,L20,L24
V1,0.12257567048072815,0.1285289078950882,0.1812458336353302,0.21976569294929504,0.12936528027057648,0.21851861476898193
V2,0.12314414141219748,0.12916469477739412,0.184166951595493,0.2215225680059003,0.12996740542376484,0.21203423878525018
V3,0.12318680996914491,0.1294889430777886,0.1820484372668201,0.2158363131309105,0.1297142784340042,0.21972521812133167
hV4,0.12278048877090944,0.1292582024523348,0.18068917364909012,0.21549228154856387,0.1288824845683945,0.22289736901070728
FFA,0.12349168956279755,0.12843240797519684,0.18114499747753143,0.22087067365646362,0.13020266592502594,0.21585756540298462
EBA,0.12353198230266571,0.1291535645723343,0.18103395402431488,0.2198488712310791,0.13054800033569336,0.21588362753391266
PPA,0.1230266708586614,0.1283969898283033,0.180380212968293,0.21823145774351743,0.12875820888218595,0.2212064597190389
OPA,0.12265459356714342,0.12847328090315102,0.18260477347221393,0.2205241157075456,0.1297041019074313,0.21603913444251466
