name,fusion_mode,bridge_type,best_val_loss,val_loss,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,CIDEr,num_generated_captions,uses_image_tokens_at_eval,path
umbrae_only,umbrae_only,shikra_patch,1.8841068772474925,1.9166464177767435,0.28600823045267487,0.16610206372546643,0.10601775132050763,0.07121833294548442,0.2948906757907442,0.5941734596216924,300,False,/opt/data/private/BA/UMBRAE/umbrae/umbrae_neuroroute_outputs/subj01_real_3epochs/umbrae_only
neuroroute_only,neuroroute_only,shikra_patch,2.175132883787155,2.175132883787155,0.24542936288088643,0.11584800266940111,0.06549131614562796,0.04199289148637916,0.23065202217513184,0.24602850622717032,300,False,/opt/data/private/BA/UMBRAE/umbrae/umbrae_neuroroute_outputs/subj01_real_3epochs/neuroroute_only
umbrae_plus_soft,umbrae_plus_soft,shikra_patch,1.9098960928122202,1.9098960928122202,0.3178010471204189,0.18740498147685872,0.12139014010632063,0.08418705350391732,0.3048031409664623,0.7130345458540683,300,False,/opt/data/private/BA/UMBRAE/umbrae/umbrae_neuroroute_outputs/subj01_real_3epochs/umbrae_plus_soft
umbrae_plus_uniform,umbrae_plus_uniform,shikra_patch,1.9089403466383617,1.9089403466383617,0.32588300220750555,0.1967881280722236,0.13036290663442932,0.09118396689878963,0.30718682653557416,0.7582297488304386,300,False,/opt/data/private/BA/UMBRAE/umbrae/umbrae_neuroroute_outputs/subj01_real_3epochs/umbrae_plus_uniform
umbrae_plus_single_l24,umbrae_plus_single_l24,shikra_patch,1.9220395720005035,1.9220395720005035,0.2813942751615882,0.16199115038410944,0.104864445332251,0.0722280072487057,0.28402663925731064,0.5371556451833339,300,False,/opt/data/private/BA/UMBRAE/umbrae/umbrae_neuroroute_outputs/subj01_real_3epochs/umbrae_plus_single_l24
