roi,L4,L8,L12,L16,L20,L24
V1,0.06444348538913172,0.09130720253230339,0.21304330705948116,0.2691838205423315,0.09447132262150919,0.267550861855243
V2,0.06706645289759,0.09315863182277506,0.21649861174450358,0.26983532108489183,0.09610371220034575,0.2573372702498937
V3,0.06729809739297338,0.0943749295361361,0.2131093080905286,0.26246022395908164,0.09520057305095872,0.2675568679703215
hV4,0.06547281793545458,0.09396018692910393,0.21187063735916262,0.2632323166246367,0.09254772823232817,0.272916312919314
FFA,0.06889606113219124,0.09045906162725996,0.21176258746320187,0.2692058920292729,0.09702588400931915,0.2626505137387548
EBA,0.06891358052746013,0.09293982594325749,0.21101192111548606,0.26716328264392797,0.09799186359327727,0.26197952617659104
PPA,0.06687873552084911,0.09082683853189022,0.21167768380286034,0.2672580460663285,0.09221469542224187,0.2711440006558299
OPA,0.06478121228190083,0.09096481786615875,0.21497047267810215,0.26979220315504376,0.0955887153087365,0.263902578710058
