epoch,train_loss,val_loss,CIDEr,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,checkpoint,checkpoint_sha256,elapsed_seconds,peak_gpu_memory_bytes
1,1.8564326252474963,1.9487114067872364,0.35440802532225985,0.5017123287671232,0.3293550693162904,0.22119594311738003,0.15145590642005727,0.39389444475299873,checkpoint_epoch001.pt,be589e126777d9d5eba9549b49e99f5070d87d251a12b706e2a47ae2da5184f0,1616.2367974426597,19673799168
2,1.6685478468295012,1.9156424804528553,0.4003704294917705,0.5234883160684173,0.3491909332236317,0.24146435762256457,0.1709039457453991,0.40878382571053395,checkpoint_epoch002.pt,1984f72f69937971dfd2079e062e43816b4e191ab7e3f115c4b81f6c1da8af87,3081.545565275941,19675003904
3,1.5804216918196077,1.905716105699539,0.369262236207661,0.5044523597506678,0.3370430988437589,0.2350639443059553,0.16775151888458906,0.4062452563726424,checkpoint_epoch003.pt,1f5b38baeb4a46ea9235c4387709c8e2346b55c3669704f96df1d50e39251bd5,4549.916787989903,19675003904
