subject,method,protocol,unique_ids,average_positives_per_query,R@1,R@5,R@10,median_rank,mean_rank
subj01,soft_old,multi_positive_coco73k,300,1.0,0.01,0.03333333333333333,0.05333333333333334,120.5,127.53
subj01,uniform_old,multi_positive_coco73k,300,1.0,0.0033333333333333335,0.03,0.05333333333333334,124.5,132.78666666666666
subj01,single_L24_old,multi_positive_coco73k,300,1.0,0.006666666666666667,0.04,0.06,108.0,119.46
subj01,soft_con_w001,multi_positive_coco73k,300,1.0,0.01,0.03666666666666667,0.06666666666666667,112.0,122.36
subj01,soft_con_w003,multi_positive_coco73k,300,1.0,0.01,0.05,0.07333333333333333,98.5,115.13666666666667
subj01,soft_con_w005,multi_positive_coco73k,300,1.0,0.01,0.05,0.08,96.5,112.68333333333334
