roi,entropy
V1,1.7917594692220544
V2,1.7917594692220544
V3,1.7917594692220544
hV4,1.7917594692220544
FFA,1.7917594692220544
EBA,1.7917594692220544
PPA,1.7917594692220544
OPA,1.7917594692220544
