ROI,local_cos,local_mse,unit_localization_r1,unit_localization_mrr,local_sample_r1,local_sample_mrr,locality_gap
V1,0.6051976084709167,0.1483999490737915,0.022631578947368423,0.09224545160365989,0.0043859649122807015,0.026952566356446793,-0.13505135476589203
V2,0.6212214827537537,0.14469051361083984,0.025964912280701753,0.10638566799597231,0.005263157894736842,0.02636869778751742,-0.11745885759592056
V3,0.6388118267059326,0.12409325689077377,0.03979166666666667,0.1316162649450592,0.00875,0.03354899358263644,-0.10301388055086136
hV4,0.6347219944000244,0.12600629031658173,0.051333333333333335,0.14095542130012811,0.008666666666666666,0.03607747745659444,-0.10285666584968567
