roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.2057169832739358,0.08189552510622888,0.04915034112355594,0.030636606502715342,0.012115112663644444,0.6204854291677475
V2,0.08905046007634762,0.03351559416235735,0.05637784842401743,0.059030018802538206,0.060556991685298274,0.7014690860112508
V3,0.04185454436655467,0.06309908424504101,0.04125899634974,0.04643931627147443,0.07372049107390921,0.7336275734504064
hV4,0.19279221029641727,0.11164272378974904,0.06300940749545893,0.035577308725332844,0.013240730656931798,0.5837376184264819
FFA,0.14027663160736362,0.07834737342103229,0.02261409802008226,0.01570007728538864,0.007150483429431915,0.7359113429486751
EBA,0.098236027630046,0.14238442291117584,0.025899810965638606,0.019453068234336873,0.012536599197192118,0.7014900684853395
PPA,0.17201639803514504,0.04391168976124997,0.034706554626269884,0.025871618698971966,0.016632206762830417,0.706861531684796
OPA,0.07672383035339105,0.04208723950151277,0.046375714377184823,0.04922450659401269,0.0850039064184845,0.7005848026275635
