roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.16034174068151819,0.07143523693996637,0.03349214190590525,0.01876926070183496,0.005758375095197153,0.7102032480637233
V2,0.07753294040701197,0.04132548619595278,0.04236236212971562,0.03793059424730018,0.02706479477196505,0.7737838308016459
V3,0.03912497705197893,0.04612373361402812,0.03416999602867388,0.03485345643643086,0.03749355853884481,0.80823427627484
hV4,0.16452907207868217,0.09288178256965086,0.04096077375502015,0.021901890111524457,0.006058186969991463,0.673668290724357
FFA,0.11153709099293337,0.05980481122756222,0.019548569540117265,0.011452472762915325,0.0033197359141316457,0.7943373236556848
EBA,0.0954776733291025,0.0851086800347548,0.02082786960701924,0.012739128305305106,0.004696037909016013,0.7811506116390228
PPA,0.1288786858432771,0.04271865418889016,0.023223181036640502,0.014421541342380806,0.005443988878735885,0.7853139512240886
OPA,0.0664924109254692,0.04699983260235361,0.04221599858396682,0.03923630795785736,0.04071108013828753,0.7643443736433982
