epoch,train_loss,val_loss,CIDEr,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,checkpoint,checkpoint_sha256,elapsed_seconds,peak_gpu_memory_bytes
1,1.8645932858165737,1.9449080653985342,0.3650941358412628,0.49855002416626387,0.32835295708072726,0.22012229213060902,0.15151610742264632,0.39117629235521245,checkpoint_epoch001.pt,2c3d1f39716cdbc0bb91875b3088d86ce25c234ae0805ce645fc34e5767e8dfc,1796.1848992379382,19673799168
2,1.6931253038764558,1.9149019781748453,0.4419009666157056,0.5276222925285957,0.3560136330555527,0.24335536689097212,0.1706882863046031,0.4150328798954776,checkpoint_epoch002.pt,cd12ddeca3857422341f82925fd0df2b4e491589a943f5cb04aeba944460ae01,3841.738931918051,19675003904
3,1.6045277785405376,1.9113587148984272,0.4428686199127886,0.5299248849042888,0.36077950035030515,0.2520708689224981,0.18178076330006424,0.4151117133607011,checkpoint_epoch003.pt,82ec4e71ebe874a5c1bb9ef141aee52aaa6e4c422415110d9d237c2d8f5259b9,5603.212869622745,19675003904
