roi,expected_depth
V1,14.34716248512268
V2,14.322809517383575
V3,14.344770550727844
hV4,14.35617342060546
FFA,14.33791047334671
EBA,14.33650425577915
PPA,14.35322254896164
OPA,14.3390230288956
