roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.01669704507066323,0.0373760560498247,0.20759736968984643,0.32069644628247473,0.04200655367507116,0.37562652923211964
V2,0.018798927283739872,0.03949425888501502,0.212839542772872,0.33487425838753143,0.04082964033663742,0.3531633723342041
V3,0.016472519181745672,0.03565164090753629,0.20924258949533564,0.3180120081613391,0.036566779121711766,0.3840544631323316
hV4,0.01708170782612279,0.03707028140430398,0.20251179570134795,0.3049698495747541,0.03884463343034334,0.39952173206312785
FFA,0.016461306830333543,0.03573217812789976,0.20222268070708205,0.3183506406767874,0.04612395891541919,0.38110923474247804
EBA,0.01985975530571227,0.037672723923304334,0.20932678290063172,0.3149832696825929,0.040257247998444365,0.3779002201893144
PPA,0.01669393846342332,0.035657721224784056,0.20449040578622285,0.32176748579399206,0.0354699340504835,0.3859205146810942
OPA,0.015182112820213015,0.036936386763097115,0.20215089022382216,0.3250615902429498,0.04147235269595988,0.37919666725395795
