roi,layer_4,layer_8,layer_12,layer_16,layer_20,layer_24
V1,0.213583841919899,0.22150841355323792,0.09268543869256973,0.2322331815958023,0.09452152252197266,0.14546753466129303
V2,0.07024861872196198,0.21729613840579987,0.25757983326911926,0.036465827375650406,0.2558895945549011,0.16251997649669647
V3,0.2137722373008728,0.13959184288978577,0.18222282826900482,0.10558349639177322,0.21771582961082458,0.14111365377902985
hV4,0.0975186750292778,0.22952960431575775,0.09863501042127609,0.1614569127559662,0.10861776024103165,0.3042420744895935
FFA,0.0708552822470665,0.181314617395401,0.2414071410894394,0.1341308355331421,0.36814743280410767,0.004144708160310984
EBA,0.2612247169017792,0.020662305876612663,0.24323219060897827,0.1601051390171051,0.09269247204065323,0.2220831960439682
PPA,0.17110370099544525,0.267637699842453,0.1642155796289444,0.10134715586900711,0.18780666589736938,0.10788927227258682
OPA,0.17304827272891998,0.2305295169353485,0.1921941339969635,0.0685475617647171,0.19209732115268707,0.14358311891555786
